ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_01866,Fenix Recuperacao de Credito,2026-01-09,92,5369.57,Acordo Firmado,99.0,Sudeste
CONTR_2026_01867,Fenix Recuperacao de Credito,2026-01-15,76,1222.13,Acordo Firmado,35.0,Nordeste
CONTR_2026_01868,Fenix Recuperacao de Credito,2026-04-10,143,2764.51,Em Aberto,13.0,Sul
CONTR_2026_01869,Fenix Recuperacao de Credito,2026-04-15,85,6766.33,Insucesso,26.0,Nordeste
CONTR_2026_01870,Acerta Credito Integrado,2026-01-07,52,6792.49,Em Aberto,45.0,Sudeste
CONTR_2026_01871,Acerta Credito Integrado,2026-04-06,41,6492.25,Ajuizado,51.0,Sudeste
CONTR_2026_01872,Fenix Recuperacao de Credito,2026-03-13,120,16172.9,Ajuizado,92.0,Sul
CONTR_2026_01873,Nexus Mediacao Financeira,2026-04-21,57,5402.97,Insucesso,25.0,Centro-Oeste
CONTR_2026_01874,Acerta Credito Integrado,2026-04-25,90,2771.69,Em Aberto,56.0,Nordeste
CONTR_2026_01875,Acerta Credito Integrado,2026-01-15,63,9546.28,Insucesso,39.0,Nordeste
CONTR_2026_01876,Nexus Mediacao Financeira,2026-02-06,86,3666.38,Em Aberto,3.0,Sudeste
CONTR_2026_01877,Nexus Mediacao Financeira,2026-03-24,100,2567.52,Acordo Firmado,75.0,Sudeste
CONTR_2026_01878,Nexus Mediacao Financeira,2026-02-08,49,5268.1,Acordo Firmado,94.0,Sul
CONTR_2026_01879,Vertice Asset e Cobranca,2026-01-06,76,2905.66,Em Aberto,53.0,Nordeste
CONTR_2026_01880,Nexus Mediacao Financeira,2026-03-24,69,3722.23,Em Aberto,33.0,Sudeste
CONTR_2026_01881,Nexus Mediacao Financeira,2026-02-26,61,7107.1,Acordo Firmado,62.0,Nordeste
CONTR_2026_01882,Acerta Credito Integrado,2026-04-02,78,28742.87,Insucesso,98.0,Centro-Oeste
CONTR_2026_01883,Nexus Mediacao Financeira,2026-03-22,71,6374.41,Acordo Firmado,67.0,Nordeste
CONTR_2026_01884,Acerta Credito Integrado,2026-04-16,116,2818.13,Insucesso,69.0,Sudeste
CONTR_2026_01885,Fenix Recuperacao de Credito,2026-01-19,68,1674.11,Em Aberto,95.0,Nordeste
CONTR_2026_01886,Vertice Asset e Cobranca,2026-03-04,103,3446.83,Acordo Firmado,4.0,Sudeste
CONTR_2026_01887,Fenix Recuperacao de Credito,2026-01-31,102,1297.5,Insucesso,72.0,Sudeste
CONTR_2026_01888,Fenix Recuperacao de Credito,2026-03-16,44,4325.15,Acordo Firmado,59.0,Sul
CONTR_2026_01889,Acerta Credito Integrado,2026-03-20,74,6593.81,Acordo Firmado,17.0,Nordeste
CONTR_2026_01890,Vertice Asset e Cobranca,2026-01-10,86,4785.11,Em Aberto,22.0,Sudeste
CONTR_2026_01891,Fenix Recuperacao de Credito,2026-04-17,97,11222.87,Insucesso,38.0,Sudeste
CONTR_2026_01892,Vertice Asset e Cobranca,2026-03-28,82,4606.59,Insucesso,88.0,Sudeste
CONTR_2026_01893,Acerta Credito Integrado,2026-03-08,121,4303.02,Acordo Firmado,31.0,Sul
CONTR_2026_01894,Fenix Recuperacao de Credito,2026-03-03,93,3052.98,Acordo Firmado,49.0,Centro-Oeste
CONTR_2026_01895,Nexus Mediacao Financeira,2026-01-03,103,10288.89,Ajuizado,52.0,Nordeste
CONTR_2026_01896,Acerta Credito Integrado,2026-01-18,72,12896.18,Acordo Firmado,89.0,Sul
CONTR_2026_01897,Nexus Mediacao Financeira,2026-01-25,103,20265.13,Ajuizado,51.0,Nordeste
CONTR_2026_01898,Fenix Recuperacao de Credito,2026-04-17,148,21071.89,Acordo Firmado,96.0,Sudeste
CONTR_2026_01899,Vertice Asset e Cobranca,2026-01-20,105,20867.16,Acordo Firmado,49.0,Sudeste
CONTR_2026_01900,Acerta Credito Integrado,2026-02-27,123,7423.26,Acordo Firmado,90.0,Nordeste
CONTR_2026_01901,Nexus Mediacao Financeira,2026-04-03,81,5335.14,Em Aberto,100.0,Nordeste
CONTR_2026_01902,Fenix Recuperacao de Credito,2026-03-27,117,2145.79,Em Aberto,27.0,Norte
CONTR_2026_01903,Acerta Credito Integrado,2026-02-19,120,8484.94,Acordo Firmado,23.0,Nordeste
CONTR_2026_01904,Fenix Recuperacao de Credito,2026-03-20,97,7837.87,Insucesso,84.0,Nordeste
CONTR_2026_01905,Acerta Credito Integrado,2026-04-13,87,10438.54,Acordo Firmado,27.0,Sul
CONTR_2026_01906,Fenix Recuperacao de Credito,2026-01-10,45,4303.68,Insucesso,51.0,Sudeste
CONTR_2026_01907,Vertice Asset e Cobranca,2026-01-21,89,12347.67,Acordo Firmado,14.0,Sudeste
CONTR_2026_01908,Vertice Asset e Cobranca,2026-04-29,106,7541.21,Insucesso,3.0,Nordeste
CONTR_2026_01909,Vertice Asset e Cobranca,2026-04-26,67,2138.43,Ajuizado,27.0,Nordeste
CONTR_2026_01910,Fenix Recuperacao de Credito,2026-01-29,51,2359.05,Insucesso,62.0,Nordeste
CONTR_2026_01911,Vertice Asset e Cobranca,2026-04-06,93,9617.19,Acordo Firmado,14.0,Nordeste
CONTR_2026_01912,Acerta Credito Integrado,2026-01-10,96,3972.96,Insucesso,92.0,Nordeste
CONTR_2026_01913,Vertice Asset e Cobranca,2026-01-13,49,2631.83,Acordo Firmado,44.0,Nordeste
CONTR_2026_01914,Vertice Asset e Cobranca,2026-02-16,91,3945.9,Acordo Firmado,25.0,Sul
CONTR_2026_01915,Vertice Asset e Cobranca,2026-01-23,98,2079.97,Insucesso,61.0,Sudeste
CONTR_2026_01916,Acerta Credito Integrado,2026-02-19,129,12315.94,Em Aberto,75.0,Nordeste
CONTR_2026_01917,Acerta Credito Integrado,2026-03-28,75,1571.14,Acordo Firmado,52.0,Nordeste
CONTR_2026_01918,Nexus Mediacao Financeira,2026-04-05,152,3378.91,Insucesso,12.0,Norte
CONTR_2026_01919,Vertice Asset e Cobranca,2026-01-04,91,5270.12,Em Aberto,97.0,Nordeste
CONTR_2026_01920,Vertice Asset e Cobranca,2026-04-26,53,11543.32,Insucesso,84.0,Centro-Oeste
CONTR_2026_01921,Nexus Mediacao Financeira,2026-04-23,80,8805.97,Acordo Firmado,34.0,Sul
CONTR_2026_01922,Fenix Recuperacao de Credito,2026-03-08,56,1313.39,Ajuizado,23.0,Sudeste
CONTR_2026_01923,Nexus Mediacao Financeira,2026-03-26,84,9921.94,Acordo Firmado,19.0,Sudeste
CONTR_2026_01924,Vertice Asset e Cobranca,2026-02-22,104,6282.21,Acordo Firmado,100.0,Sudeste
CONTR_2026_01925,Acerta Credito Integrado,2026-01-02,98,1915.59,Acordo Firmado,1.0,Sudeste
CONTR_2026_01926,Fenix Recuperacao de Credito,2026-03-09,56,6004.84,Ajuizado,74.0,Sul
CONTR_2026_01927,Nexus Mediacao Financeira,2026-03-06,52,9715.84,Em Aberto,65.0,Sul
CONTR_2026_01928,Vertice Asset e Cobranca,2026-03-20,102,5807.92,Acordo Firmado,5.0,Sudeste
CONTR_2026_01929,Nexus Mediacao Financeira,2026-02-26,109,36532.26,Em Aberto,57.0,Sul
CONTR_2026_01930,Fenix Recuperacao de Credito,2026-04-07,75,4736.27,Insucesso,22.0,Sul
CONTR_2026_01931,Nexus Mediacao Financeira,2026-03-11,15,6790.98,Em Aberto,43.0,Nordeste
CONTR_2026_01932,Nexus Mediacao Financeira,2026-01-07,55,1564.86,Em Aberto,2.0,Sudeste
CONTR_2026_01933,Nexus Mediacao Financeira,2026-01-19,119,9588.53,Insucesso,73.0,Sudeste
CONTR_2026_01934,Nexus Mediacao Financeira,2026-02-13,67,6092.2,Acordo Firmado,7.0,Nordeste
CONTR_2026_01935,Nexus Mediacao Financeira,2026-03-04,79,5319.05,Em Aberto,21.0,Sudeste
CONTR_2026_01936,Acerta Credito Integrado,2026-03-06,106,7368.87,Acordo Firmado,71.0,Sudeste
CONTR_2026_01937,Vertice Asset e Cobranca,2026-02-08,80,5310.7,Em Aberto,59.0,Nordeste
CONTR_2026_01938,Acerta Credito Integrado,2026-03-24,131,8471.83,Insucesso,9.0,Nordeste
CONTR_2026_01939,Vertice Asset e Cobranca,2026-04-19,78,5579.53,Acordo Firmado,40.0,Nordeste
CONTR_2026_01940,Fenix Recuperacao de Credito,2026-01-26,64,4870.41,Em Aberto,73.0,Sul
CONTR_2026_01941,Fenix Recuperacao de Credito,2026-02-13,125,1925.24,Acordo Firmado,49.0,Nordeste
CONTR_2026_01942,Vertice Asset e Cobranca,2026-01-12,91,4391.69,Em Aberto,12.0,Sudeste
CONTR_2026_01943,Acerta Credito Integrado,2026-01-22,57,5063.49,Acordo Firmado,100.0,Nordeste
CONTR_2026_01944,Acerta Credito Integrado,2026-03-18,104,6098.47,Acordo Firmado,73.0,Nordeste
CONTR_2026_01945,Acerta Credito Integrado,2026-04-02,81,4243.04,Acordo Firmado,10.0,Sul
CONTR_2026_01946,Nexus Mediacao Financeira,2026-01-14,55,1992.89,Insucesso,74.0,Centro-Oeste
CONTR_2026_01947,Vertice Asset e Cobranca,2026-03-27,92,2014.73,Insucesso,17.0,Sudeste
CONTR_2026_01948,Fenix Recuperacao de Credito,2026-01-30,85,7582.5,Em Aberto,4.0,Centro-Oeste
CONTR_2026_01949,Vertice Asset e Cobranca,2026-02-13,39,6615.38,Em Aberto,64.0,Centro-Oeste
CONTR_2026_01950,Vertice Asset e Cobranca,2026-03-25,58,2702.14,Acordo Firmado,16.0,Nordeste
CONTR_2026_01951,Fenix Recuperacao de Credito,2026-04-18,145,4151.67,Acordo Firmado,49.0,Sudeste
CONTR_2026_01952,Fenix Recuperacao de Credito,2026-04-01,92,3033.32,Em Aberto,100.0,Sul
CONTR_2026_01953,Nexus Mediacao Financeira,2026-02-07,130,2198.5,Insucesso,27.0,Sudeste
CONTR_2026_01954,Acerta Credito Integrado,2026-02-28,99,3173.84,Insucesso,6.0,Sul
CONTR_2026_01955,Vertice Asset e Cobranca,2026-02-11,127,2723.73,Insucesso,9.0,Sudeste
CONTR_2026_01956,Fenix Recuperacao de Credito,2026-02-21,106,1630.12,Acordo Firmado,58.0,Nordeste
CONTR_2026_01957,Nexus Mediacao Financeira,2026-03-04,61,4710.8,Acordo Firmado,32.0,Sudeste
CONTR_2026_01958,Vertice Asset e Cobranca,2026-03-02,108,4197.23,Em Aberto,38.0,Sudeste
CONTR_2026_01959,Nexus Mediacao Financeira,2026-04-30,61,7469.46,Insucesso,30.0,Sudeste
CONTR_2026_01960,Acerta Credito Integrado,2026-04-15,117,6041.94,Em Aberto,78.0,Nordeste
CONTR_2026_01961,Fenix Recuperacao de Credito,2026-02-03,96,3303.24,Em Aberto,45.0,Nordeste
CONTR_2026_01962,Vertice Asset e Cobranca,2026-02-08,90,4628.91,Em Aberto,29.0,Sul
CONTR_2026_01963,Acerta Credito Integrado,2026-02-10,76,5040.25,Acordo Firmado,92.0,Sudeste
CONTR_2026_01964,Vertice Asset e Cobranca,2026-04-18,113,13677.73,Insucesso,22.0,Nordeste
CONTR_2026_01965,Nexus Mediacao Financeira,2026-02-06,85,21202.73,Em Aberto,31.0,Nordeste
CONTR_2026_01966,Nexus Mediacao Financeira,2026-03-06,32,9651.69,Em Aberto,81.0,Nordeste
CONTR_2026_01967,Fenix Recuperacao de Credito,2026-04-28,38,5328.88,Em Aberto,17.0,Nordeste
CONTR_2026_01968,Vertice Asset e Cobranca,2026-03-20,51,14362.87,Acordo Firmado,54.0,Sudeste
CONTR_2026_01969,Vertice Asset e Cobranca,2026-02-01,113,2180.76,Acordo Firmado,79.0,Sul
CONTR_2026_01970,Fenix Recuperacao de Credito,2026-01-08,115,7161.8,Em Aberto,47.0,Nordeste
CONTR_2026_01971,Fenix Recuperacao de Credito,2026-04-07,99,4285.26,Acordo Firmado,32.0,Sul
CONTR_2026_01972,Acerta Credito Integrado,2026-01-18,99,1981.8,Em Aberto,28.0,Sudeste
CONTR_2026_01973,Vertice Asset e Cobranca,2026-02-14,133,1590.94,Insucesso,11.0,Nordeste
CONTR_2026_01974,Nexus Mediacao Financeira,2026-04-03,100,4476.77,Em Aberto,39.0,Sul
CONTR_2026_01975,Vertice Asset e Cobranca,2026-04-06,109,2565.41,Acordo Firmado,17.0,Nordeste
CONTR_2026_01976,Fenix Recuperacao de Credito,2026-02-02,89,2641.79,Acordo Firmado,76.0,Sul
CONTR_2026_01977,Vertice Asset e Cobranca,2026-01-05,76,3129.91,Acordo Firmado,39.0,Centro-Oeste
CONTR_2026_01978,Vertice Asset e Cobranca,2026-03-23,81,7535.7,Acordo Firmado,73.0,Centro-Oeste
CONTR_2026_01979,Acerta Credito Integrado,2026-04-22,151,2096.17,Acordo Firmado,25.0,Sul
CONTR_2026_01980,Acerta Credito Integrado,2026-03-15,57,7521.37,Em Aberto,26.0,Norte
CONTR_2026_01981,Fenix Recuperacao de Credito,2026-02-05,99,8832.61,Em Aberto,68.0,Sul
CONTR_2026_01982,Acerta Credito Integrado,2026-04-07,44,5712.93,Acordo Firmado,62.0,Sudeste
CONTR_2026_01983,Vertice Asset e Cobranca,2026-01-23,9999,2622.15,Em Aberto,19.0,Nordeste
CONTR_2026_01984,Vertice Asset e Cobranca,2026-02-09,113,1464.54,Ajuizado,13.0,Nordeste
CONTR_2026_01985,Fenix Recuperacao de Credito,2026-01-05,35,3820.78,Acordo Firmado,29.0,Sul
CONTR_2026_01986,Fenix Recuperacao de Credito,2026-02-03,117,10601.16,Insucesso,54.0,Nordeste
CONTR_2026_01987,Acerta Credito Integrado,2026-01-24,151,1737.2,Acordo Firmado,73.0,Sul
CONTR_2026_01988,Vertice Asset e Cobranca,2026-01-17,100,8029.14,Em Aberto,42.0,Sudeste
CONTR_2026_01989,Vertice Asset e Cobranca,2026-04-05,127,4354.52,Em Aberto,62.0,Nordeste
CONTR_2026_01990,Acerta Credito Integrado,2026-03-12,97,12654.92,Em Aberto,71.0,Norte
CONTR_2026_01991,Acerta Credito Integrado,2026-03-22,111,3401.82,Acordo Firmado,71.0,Sudeste
CONTR_2026_01992,Fenix Recuperacao de Credito,2026-04-02,103,7299.64,Em Aberto,21.0,Sudeste
CONTR_2026_01993,Nexus Mediacao Financeira,2026-04-12,74,7937.66,Acordo Firmado,9.0,Centro-Oeste
CONTR_2026_01994,Fenix Recuperacao de Credito,2026-01-22,72,2307.86,Acordo Firmado,45.0,Norte
CONTR_2026_01995,Acerta Credito Integrado,2026-01-15,125,2060.75,Acordo Firmado,27.0,Sudeste
CONTR_2026_01996,Nexus Mediacao Financeira,2026-04-11,88,1686.58,Acordo Firmado,48.0,Sudeste
CONTR_2026_01997,Vertice Asset e Cobranca,2026-01-15,85,7246.31,Em Aberto,85.0,Nordeste
CONTR_2026_01998,Fenix Recuperacao de Credito,2026-04-24,85,5172.03,Em Aberto,69.0,Norte
CONTR_2026_01999,Fenix Recuperacao de Credito,2026-04-24,99,1653.56,Insucesso,5.0,Nordeste
CONTR_2026_02000,Vertice Asset e Cobranca,2026-01-25,54,3043.26,Insucesso,72.0,Centro-Oeste
CONTR_2026_02001,Vertice Asset e Cobranca,2026-02-22,84,1967.78,Em Aberto,15.0,Nordeste
CONTR_2026_02002,Fenix Recuperacao de Credito,2026-01-21,99,1686.31,Insucesso,77.0,Centro-Oeste
CONTR_2026_02003,Fenix Recuperacao de Credito,2026-04-29,51,2974.61,Acordo Firmado,97.0,Sudeste
CONTR_2026_02004,Fenix Recuperacao de Credito,2026-04-12,96,1706.27,Insucesso,44.0,Sudeste
CONTR_2026_02005,Vertice Asset e Cobranca,2026-03-07,63,2706.78,Acordo Firmado,47.0,Nordeste
CONTR_2026_02006,Acerta Credito Integrado,2026-04-01,99,5222.84,Em Aberto,32.0,Sudeste
CONTR_2026_02007,Vertice Asset e Cobranca,2026-04-23,154,5315.19,Em Aberto,36.0,Sudeste
CONTR_2026_02008,Acerta Credito Integrado,2026-02-01,86,2119.63,Acordo Firmado,49.0,Nordeste
CONTR_2026_02009,Fenix Recuperacao de Credito,2026-01-21,57,2259.87,Ajuizado,53.0,Sudeste
CONTR_2026_02010,Vertice Asset e Cobranca,2026-03-09,97,10854.13,Em Aberto,23.0,Sul
CONTR_2026_02011,Fenix Recuperacao de Credito,2026-02-13,104,2113.22,Acordo Firmado,34.0,Nordeste
CONTR_2026_02012,Fenix Recuperacao de Credito,2026-03-24,61,1434.1,Em Aberto,18.0,Sudeste
CONTR_2026_02013,Fenix Recuperacao de Credito,2026-03-07,38,2604.0,Insucesso,12.0,Nordeste
CONTR_2026_02014,Fenix Recuperacao de Credito,2026-03-31,61,5495.14,Acordo Firmado,87.0,Centro-Oeste
CONTR_2026_02015,Nexus Mediacao Financeira,2026-04-08,88,1236.25,Insucesso,2.0,Nordeste
CONTR_2026_02016,Vertice Asset e Cobranca,2026-01-14,76,22194.22,Em Aberto,27.0,Nordeste
CONTR_2026_02017,Vertice Asset e Cobranca,2026-01-15,122,2509.35,Em Aberto,50.0,Centro-Oeste
CONTR_2026_02018,Acerta Credito Integrado,2026-01-20,105,2559.81,Acordo Firmado,31.0,Sudeste
CONTR_2026_02019,Fenix Recuperacao de Credito,2026-02-03,93,7908.85,Em Aberto,48.0,Nordeste
CONTR_2026_02020,Nexus Mediacao Financeira,2026-02-05,37,2626.29,Ajuizado,86.0,Sudeste
CONTR_2026_02021,Vertice Asset e Cobranca,2026-03-24,108,3722.16,Insucesso,69.0,Sul
CONTR_2026_02022,Nexus Mediacao Financeira,2026-01-09,149,5125.42,Em Aberto,17.0,Sudeste
CONTR_2026_02023,Fenix Recuperacao de Credito,2026-03-12,115,1310.58,Em Aberto,43.0,Nordeste
CONTR_2026_02024,Fenix Recuperacao de Credito,2026-01-30,70,10279.01,Insucesso,71.0,Sudeste
CONTR_2026_02025,Vertice Asset e Cobranca,2026-03-18,85,4787.72,Em Aberto,18.0,Norte
CONTR_2026_02026,Vertice Asset e Cobranca,2026-04-01,103,3076.52,Acordo Firmado,66.0,Sudeste
CONTR_2026_02027,Acerta Credito Integrado,2026-03-04,131,3752.35,Ajuizado,31.0,Sudeste
CONTR_2026_02028,Vertice Asset e Cobranca,2026-04-18,68,1487.22,Acordo Firmado,63.0,Sul
CONTR_2026_02029,Vertice Asset e Cobranca,2026-02-04,76,7528.91,Em Aberto,28.0,Nordeste
CONTR_2026_02030,Nexus Mediacao Financeira,2026-01-13,88,5077.26,Acordo Firmado,67.0,Nordeste
CONTR_2026_02031,Fenix Recuperacao de Credito,2026-03-20,86,13466.54,Ajuizado,9.0,Nordeste
CONTR_2026_02032,Nexus Mediacao Financeira,2026-02-15,113,4319.85,Em Aberto,97.0,Sudeste
CONTR_2026_02033,Vertice Asset e Cobranca,2026-02-25,97,10012.99,Em Aberto,28.0,Sudeste
CONTR_2026_02034,Vertice Asset e Cobranca,2026-01-09,48,2243.3,Em Aberto,92.0,Sul
CONTR_2026_02035,Nexus Mediacao Financeira,2026-04-19,70,1490.84,Acordo Firmado,18.0,Sudeste
CONTR_2026_02036,Vertice Asset e Cobranca,2026-03-28,71,16025.06,Insucesso,15.0,Nordeste
CONTR_2026_02037,Fenix Recuperacao de Credito,2026-04-28,23,2685.01,Em Aberto,75.0,Nordeste
CONTR_2026_02038,Fenix Recuperacao de Credito,2026-02-05,117,10166.31,Em Aberto,89.0,Centro-Oeste
CONTR_2026_02039,Fenix Recuperacao de Credito,2026-04-27,93,2687.54,Em Aberto,5.0,Nordeste
CONTR_2026_02040,Vertice Asset e Cobranca,2026-04-14,73,2047.08,Acordo Firmado,41.0,Sudeste
CONTR_2026_02041,Acerta Credito Integrado,2026-01-03,117,7793.76,Acordo Firmado,91.0,Nordeste
CONTR_2026_02042,Nexus Mediacao Financeira,2026-04-08,99,8734.54,Em Aberto,76.0,Nordeste
CONTR_2026_02043,Nexus Mediacao Financeira,2026-01-19,51,10477.1,Ajuizado,74.0,Nordeste
CONTR_2026_02044,Fenix Recuperacao de Credito,2026-01-28,108,11207.54,Acordo Firmado,73.0,Norte
CONTR_2026_02045,Acerta Credito Integrado,2026-01-23,131,4499.83,Acordo Firmado,66.0,Nordeste
CONTR_2026_02046,Acerta Credito Integrado,2026-04-14,85,3755.94,Em Aberto,73.0,Nordeste
CONTR_2026_02047,Fenix Recuperacao de Credito,2026-04-23,87,8150.89,Em Aberto,51.0,Sudeste
CONTR_2026_02048,Acerta Credito Integrado,2026-04-19,93,5412.72,Em Aberto,16.0,Sudeste
CONTR_2026_02049,Nexus Mediacao Financeira,2026-01-07,53,18002.79,Ajuizado,65.0,Norte
CONTR_2026_02050,Fenix Recuperacao de Credito,2026-04-15,94,3556.71,Acordo Firmado,51.0,Nordeste
CONTR_2026_02051,Vertice Asset e Cobranca,2026-03-17,63,1419.11,Insucesso,57.0,Sul
CONTR_2026_02052,Vertice Asset e Cobranca,2026-01-14,89,5649.52,Em Aberto,37.0,Sudeste
CONTR_2026_02053,Fenix Recuperacao de Credito,2026-02-15,94,3380.68,Acordo Firmado,39.0,Sudeste
CONTR_2026_02054,Fenix Recuperacao de Credito,2026-01-15,105,3297.87,Insucesso,65.0,Nordeste
CONTR_2026_02055,Acerta Credito Integrado,2026-03-08,107,5356.52,Acordo Firmado,49.0,Nordeste
CONTR_2026_02056,Nexus Mediacao Financeira,2026-01-15,62,13941.23,Em Aberto,47.0,Nordeste
CONTR_2026_02057,Vertice Asset e Cobranca,2026-02-20,95,2752.76,Acordo Firmado,40.0,Nordeste
CONTR_2026_02058,Vertice Asset e Cobranca,2026-03-29,118,3586.9,Acordo Firmado,14.0,Nordeste
CONTR_2026_02059,Nexus Mediacao Financeira,2026-04-26,55,12293.5,Acordo Firmado,40.0,Nordeste
CONTR_2026_02060,Nexus Mediacao Financeira,2026-04-20,142,12479.42,Acordo Firmado,48.0,Sudeste
CONTR_2026_02061,Fenix Recuperacao de Credito,2026-01-08,60,2536.71,Acordo Firmado,32.0,Sudeste
CONTR_2026_02062,Nexus Mediacao Financeira,2026-03-10,138,7326.5,Acordo Firmado,88.0,Sudeste
CONTR_2026_02063,Acerta Credito Integrado,2026-03-03,61,3885.51,Em Aberto,39.0,Nordeste
CONTR_2026_02064,Vertice Asset e Cobranca,2026-02-20,88,14944.4,Em Aberto,33.0,Sudeste
CONTR_2026_02065,Fenix Recuperacao de Credito,2026-03-04,84,7788.42,Em Aberto,30.0,Nordeste
CONTR_2026_02066,Acerta Credito Integrado,2026-03-09,48,4609.59,Acordo Firmado,26.0,Norte
CONTR_2026_02067,Fenix Recuperacao de Credito,2026-03-19,110,9702.6,Em Aberto,43.0,Sudeste
CONTR_2026_02068,Vertice Asset e Cobranca,2026-01-16,112,31978.25,Ajuizado,55.0,Nordeste
CONTR_2026_02069,Fenix Recuperacao de Credito,2026-03-25,108,4162.38,Insucesso,44.0,Sudeste
CONTR_2026_02070,Vertice Asset e Cobranca,2026-01-24,82,3538.13,Ajuizado,78.0,Nordeste
CONTR_2026_02071,Acerta Credito Integrado,2026-01-06,68,5870.19,Insucesso,76.0,Sul
CONTR_2026_02072,Nexus Mediacao Financeira,2026-04-29,122,6945.57,Acordo Firmado,51.0,Norte
CONTR_2026_02073,Fenix Recuperacao de Credito,2026-02-26,96,7294.56,Acordo Firmado,7.0,Centro-Oeste
CONTR_2026_02074,Acerta Credito Integrado,2026-01-31,67,4408.31,Em Aberto,85.0,Sudeste
CONTR_2026_02075,Acerta Credito Integrado,2026-01-06,96,3219.53,Em Aberto,58.0,Sul
CONTR_2026_02076,Acerta Credito Integrado,2026-04-09,39,9827.75,Em Aberto,91.0,Nordeste
CONTR_2026_02077,Fenix Recuperacao de Credito,2026-03-20,93,17081.51,Em Aberto,10.0,Nordeste
CONTR_2026_02078,Vertice Asset e Cobranca,2026-01-29,109,11174.83,Acordo Firmado,10.0,Sul
CONTR_2026_02079,Vertice Asset e Cobranca,2026-03-08,84,6934.09,Em Aberto,100.0,Sudeste
CONTR_2026_02080,Acerta Credito Integrado,2026-03-16,111,3432.61,Insucesso,81.0,Centro-Oeste
CONTR_2026_02081,Fenix Recuperacao de Credito,2026-01-03,114,6070.7,Em Aberto,42.0,Centro-Oeste
CONTR_2026_02082,Fenix Recuperacao de Credito,2026-01-28,98,1733.25,Ajuizado,34.0,Nordeste
CONTR_2026_02083,Vertice Asset e Cobranca,2026-03-15,143,5016.91,Ajuizado,82.0,Nordeste
CONTR_2026_02084,Fenix Recuperacao de Credito,2026-04-24,130,8798.38,Em Aberto,26.0,Sudeste
CONTR_2026_02085,Nexus Mediacao Financeira,2026-04-07,108,2645.48,Acordo Firmado,60.0,Sudeste
CONTR_2026_02086,Vertice Asset e Cobranca,2026-02-17,100,4681.1,Ajuizado,2.0,Nordeste
CONTR_2026_02087,Fenix Recuperacao de Credito,2026-03-21,82,1580.49,Insucesso,73.0,Sudeste
CONTR_2026_02088,Nexus Mediacao Financeira,2026-01-10,70,10316.16,Insucesso,45.0,Nordeste
CONTR_2026_02089,Acerta Credito Integrado,2026-02-02,113,3355.7,Insucesso,5.0,Sudeste
CONTR_2026_02090,Vertice Asset e Cobranca,2026-04-10,84,5563.86,Em Aberto,26.0,Nordeste
CONTR_2026_02091,Acerta Credito Integrado,2026-03-08,59,3578.38,Em Aberto,79.0,Sudeste
CONTR_2026_02092,Vertice Asset e Cobranca,2026-03-10,65,5751.55,Em Aberto,25.0,Nordeste
CONTR_2026_02093,Fenix Recuperacao de Credito,2026-01-12,69,8016.76,Acordo Firmado,26.0,Sudeste
CONTR_2026_02094,Nexus Mediacao Financeira,2026-02-26,142,3178.67,Em Aberto,92.0,Norte
CONTR_2026_02095,Vertice Asset e Cobranca,2026-02-13,115,4862.16,Em Aberto,87.0,Nordeste
CONTR_2026_02096,Acerta Credito Integrado,2026-01-13,91,9120.67,Acordo Firmado,85.0,Sul
CONTR_2026_02097,Nexus Mediacao Financeira,2026-01-24,102,7021.38,Em Aberto,22.0,Sudeste
CONTR_2026_02098,Nexus Mediacao Financeira,2026-02-13,105,1493.83,Insucesso,19.0,Centro-Oeste
CONTR_2026_02099,Acerta Credito Integrado,2026-02-26,63,5405.44,Em Aberto,10.0,Nordeste
CONTR_2026_02100,Vertice Asset e Cobranca,2026-04-06,54,3560.7,Em Aberto,42.0,Nordeste
CONTR_2026_02101,Fenix Recuperacao de Credito,2026-01-16,121,7368.38,Em Aberto,100.0,Norte
CONTR_2026_02102,Nexus Mediacao Financeira,2026-04-06,49,1284.04,Em Aberto,31.0,Sudeste
CONTR_2026_02103,Fenix Recuperacao de Credito,2026-04-19,89,3206.84,Acordo Firmado,31.0,Nordeste
CONTR_2026_02104,Nexus Mediacao Financeira,2026-04-11,68,1652.32,Insucesso,99.0,Centro-Oeste
CONTR_2026_02105,Acerta Credito Integrado,2026-04-30,96,13859.48,Acordo Firmado,75.0,Nordeste
CONTR_2026_02106,Vertice Asset e Cobranca,2026-04-10,82,11657.55,Acordo Firmado,81.0,Sudeste
CONTR_2026_02107,Acerta Credito Integrado,2026-01-21,-999,18423.97,Ajuizado,97.0,Sul
CONTR_2026_02108,Fenix Recuperacao de Credito,2026-04-21,20,6356.66,Em Aberto,86.0,Sul
CONTR_2026_02109,Vertice Asset e Cobranca,2026-03-17,123,9426.59,Em Aberto,90.0,Nordeste
CONTR_2026_02110,Vertice Asset e Cobranca,2026-02-20,112,5932.06,Acordo Firmado,36.0,Nordeste
CONTR_2026_02111,Fenix Recuperacao de Credito,2026-01-21,120,4586.8,Em Aberto,66.0,Centro-Oeste
CONTR_2026_02112,Fenix Recuperacao de Credito,2026-03-01,116,10173.43,Insucesso,32.0,Sudeste
